.draw,method,effect,estimate
177,GAM bootstrap,Indirect effect,4.835914354606391
178,GAM bootstrap,Total effect,6.532498596723174
178,GAM bootstrap,Controlled direct effect,1.9593948703432127
178,GAM bootstrap,Indirect effect,4.573103726379962
179,GAM bootstrap,Total effect,6.215309624751187
179,GAM bootstrap,Controlled direct effect,1.9456929313647722
179,GAM bootstrap,Indirect effect,4.269616693386415
180,GAM bootstrap,Total effect,5.171468170790756
180,GAM bootstrap,Controlled direct effect,2.044448303146595
180,GAM bootstrap,Indirect effect,3.1270198676441607
181,GAM bootstrap,Total effect,5.45795898540049
181,GAM bootstrap,Controlled direct effect,1.9915071891555527
181,GAM bootstrap,Indirect effect,3.466451796244937
182,GAM bootstrap,Total effect,6.365429906546273
182,GAM bootstrap,Controlled direct effect,2.1462923355808328
182,GAM bootstrap,Indirect effect,4.21913757096544
183,GAM bootstrap,Total effect,6.934628454538774
183,GAM bootstrap,Controlled direct effect,2.1837540882030786
183,GAM bootstrap,Indirect effect,4.750874366335696
184,GAM bootstrap,Total effect,5.529305202277924
184,GAM bootstrap,Controlled direct effect,2.238198640745602
184,GAM bootstrap,Indirect effect,3.291106561532322
185,GAM bootstrap,Total effect,5.513193788315913
185,GAM bootstrap,Controlled direct effect,2.30968194574974
185,GAM bootstrap,Indirect effect,3.203511842566173
186,GAM bootstrap,Total effect,5.123145482562901
186,GAM bootstrap,Controlled direct effect,2.26876522349324
186,GAM bootstrap,Indirect effect,2.8543802590696608
187,GAM bootstrap,Total effect,4.67916594227807
187,GAM bootstrap,Controlled direct effect,2.0308849488845757
187,GAM bootstrap,Indirect effect,2.6482809933934943
188,GAM bootstrap,Total effect,4.874673942285205
188,GAM bootstrap,Controlled direct effect,1.972153179553064
188,GAM bootstrap,Indirect effect,2.902520762732141
189,GAM bootstrap,Total effect,7.79894673457214
189,GAM bootstrap,Controlled direct effect,3.6164822584660383
189,GAM bootstrap,Indirect effect,4.182464476106102
190,GAM bootstrap,Total effect,6.809967858325836
190,GAM bootstrap,Controlled direct effect,2.06637897455777
190,GAM bootstrap,Indirect effect,4.743588883768066
191,GAM bootstrap,Total effect,5.413795609230913
191,GAM bootstrap,Controlled direct effect,2.132291690092039
191,GAM bootstrap,Indirect effect,3.281503919138874
192,GAM bootstrap,Total effect,5.232469867384654
192,GAM bootstrap,Controlled direct effect,1.6222070413842773
192,GAM bootstrap,Indirect effect,3.6102628260003766
193,GAM bootstrap,Total effect,5.898819482519904
193,GAM bootstrap,Controlled direct effect,2.0747334888563196
193,GAM bootstrap,Indirect effect,3.824085993663584
194,GAM bootstrap,Total effect,5.7302513138041
194,GAM bootstrap,Controlled direct effect,2.0655959242108564
194,GAM bootstrap,Indirect effect,3.6646553895932437
195,GAM bootstrap,Total effect,5.943878895296384
195,GAM bootstrap,Controlled direct effect,2.264913090730461
195,GAM bootstrap,Indirect effect,3.6789658045659235
196,GAM bootstrap,Total effect,5.6472351338003435
196,GAM bootstrap,Controlled direct effect,2.288385891238161
196,GAM bootstrap,Indirect effect,3.3588492425621825
197,GAM bootstrap,Total effect,5.930158133315838
197,GAM bootstrap,Controlled direct effect,1.873336218710743
197,GAM bootstrap,Indirect effect,4.056821914605095
198,GAM bootstrap,Total effect,6.378939019271755
198,GAM bootstrap,Controlled direct effect,2.277938967038412
198,GAM bootstrap,Indirect effect,4.101000052233343
199,GAM bootstrap,Total effect,5.68105818000044
199,GAM bootstrap,Controlled direct effect,2.4267491956026794
199,GAM bootstrap,Indirect effect,3.25430898439776
200,GAM bootstrap,Total effect,5.190647368123698
200,GAM bootstrap,Controlled direct effect,1.9513223063013956
200,GAM bootstrap,Indirect effect,3.2393250618223024
897,brms posterior,Total effect,6.347884237388882
897,brms posterior,Controlled direct effect,2.1944326100330795
897,brms posterior,Indirect effect,4.153451627355803
2258,brms posterior,Total effect,6.268891714195432
2258,brms posterior,Controlled direct effect,1.999042290677953
2258,brms posterior,Indirect effect,4.269849423517479
3258,brms posterior,Total effect,6.285602618205108
3258,brms posterior,Controlled direct effect,1.8746817454826115
3258,brms posterior,Indirect effect,4.410920872722497
473,brms posterior,Total effect,6.337831831167205
473,brms posterior,Controlled direct effect,1.9636624846743351
473,brms posterior,Indirect effect,4.37416934649287
642,brms posterior,Total effect,5.810007967394547
642,brms posterior,Controlled direct effect,2.3707522428591106
642,brms posterior,Indirect effect,3.4392557245354367
3447,brms posterior,Total effect,5.685076316660844
3447,brms posterior,Controlled direct effect,2.4941532921318608
3447,brms posterior,Indirect effect,3.190923024528983
2097,brms posterior,Total effect,5.755981194313556
2097,brms posterior,Controlled direct effect,2.8985716610367342
2097,brms posterior,Indirect effect,2.8574095332768215
365,brms posterior,Total effect,6.378967068310287
365,brms posterior,Controlled direct effect,1.8925077237690413
365,brms posterior,Indirect effect,4.486459344541245
756,brms posterior,Total effect,4.916220853243205
756,brms posterior,Controlled direct effect,1.7835026454522727
756,brms posterior,Indirect effect,3.1327182077909326
328,brms posterior,Total effect,6.402025831024887
328,brms posterior,Controlled direct effect,2.1561027036579823
328,brms posterior,Indirect effect,4.245923127366905
2517,brms posterior,Total effect,5.444826975784411
2517,brms posterior,Controlled direct effect,2.354323410998656
2517,brms posterior,Indirect effect,3.0905035647857555
2360,brms posterior,Total effect,5.3965676826259195
2360,brms posterior,Controlled direct effect,1.6215804561295357
2360,brms posterior,Indirect effect,3.7749872264963837
2907,brms posterior,Total effect,5.854133537871296
2907,brms posterior,Controlled direct effect,1.975463071786046
2907,brms posterior,Indirect effect,3.87867046608525
2283,brms posterior,Total effect,5.775200577528038
2283,brms posterior,Controlled direct effect,1.7796448226395798
2283,brms posterior,Indirect effect,3.995555754888458
1280,brms posterior,Total effect,5.4258956487243495
1280,brms posterior,Controlled direct effect,2.1306234810082816
1280,brms posterior,Indirect effect,3.295272167716068
835,brms posterior,Total effect,5.696517410483258
835,brms posterior,Controlled direct effect,2.6627744023774262
835,brms posterior,Indirect effect,3.033743008105832
2010,brms posterior,Total effect,5.3962465835019495
2010,brms posterior,Controlled direct effect,2.030592897878165
2010,brms posterior,Indirect effect,3.3656536856237844
1453,brms posterior,Total effect,4.400433339464755
1453,brms posterior,Controlled direct effect,2.1842428961316394
1453,brms posterior,Indirect effect,2.216190443333115
2269,brms posterior,Total effect,5.793263640344842
2269,brms posterior,Controlled direct effect,1.7610360742443518
2269,brms posterior,Indirect effect,4.03222756610049
3748,brms posterior,Total effect,5.616704383717042
3748,brms posterior,Controlled direct effect,2.59416243239426
3748,brms posterior,Indirect effect,3.022541951322782
1644,brms posterior,Total effect,4.748722606746105
1644,brms posterior,Controlled direct effect,2.3342136211993414
1644,brms posterior,Indirect effect,2.4145089855467634
976,brms posterior,Total effect,5.598275335974794
976,brms posterior,Controlled direct effect,2.381016179087408
976,brms posterior,Indirect effect,3.217259156887386
3582,brms posterior,Total effect,6.57188682587828
3582,brms posterior,Controlled direct effect,1.4147979970918474
3582,brms posterior,Indirect effect,5.157088828786432
485,brms posterior,Total effect,5.938560953097334
485,brms posterior,Controlled direct effect,2.3111721446458144
485,brms posterior,Indirect effect,3.62738880845152
2583,brms posterior,Total effect,5.677658873791596
2583,brms posterior,Controlled direct effect,2.018859504053683
2583,brms posterior,Indirect effect,3.6587993697379124
3063,brms posterior,Total effect,5.679639088582606
3063,brms posterior,Controlled direct effect,1.5427784599176162
3063,brms posterior,Indirect effect,4.13686062866499
3718,brms posterior,Total effect,6.472620036247869
3718,brms posterior,Controlled direct effect,2.538402907732419
3718,brms posterior,Indirect effect,3.9342171285154497
2796,brms posterior,Total effect,5.472453570487575
2796,brms posterior,Controlled direct effect,2.7570334554193456
2796,brms posterior,Indirect effect,2.7154201150682296
2680,brms posterior,Total effect,5.84734481491568
2680,brms posterior,Controlled direct effect,1.9224627951995528
2680,brms posterior,Indirect effect,3.9248820197161276
162,brms posterior,Total effect,5.793188368292106
162,brms posterior,Controlled direct effect,2.1380312624468862
162,brms posterior,Indirect effect,3.6551571058452197
1840,brms posterior,Total effect,5.471172138256955
1840,brms posterior,Controlled direct effect,2.157883917278089
1840,brms posterior,Indirect effect,3.3132882209788663
3782,brms posterior,Total effect,5.550278444435052
3782,brms posterior,Controlled direct effect,2.364263768335615
3782,brms posterior,Indirect effect,3.186014676099437
2923,brms posterior,Total effect,6.19210331570362
2923,brms posterior,Controlled direct effect,2.210073607667077
2923,brms posterior,Indirect effect,3.982029708036543
509,brms posterior,Total effect,6.441421851835599
509,brms posterior,Controlled direct effect,1.783563252284622
509,brms posterior,Indirect effect,4.657858599550977
96,brms posterior,Total effect,6.514067195642109
96,brms posterior,Controlled direct effect,2.3746147960530952
96,brms posterior,Indirect effect,4.139452399589013
213,brms posterior,Total effect,5.06681000658855
213,brms posterior,Controlled direct effect,1.9805060792381504
213,brms posterior,Indirect effect,3.0863039273504
2686,brms posterior,Total effect,5.141891277201005
2686,brms posterior,Controlled direct effect,1.9974957468117416
2686,brms posterior,Indirect effect,3.144395530389263
614,brms posterior,Total effect,5.311089879354677
614,brms posterior,Controlled direct effect,1.7209832757487258
614,brms posterior,Indirect effect,3.5901066036059515
2999,brms posterior,Total effect,6.364458500109617
2999,brms posterior,Controlled direct effect,2.192414647729053
2999,brms posterior,Indirect effect,4.172043852380564
209,brms posterior,Total effect,6.005562054482479
209,brms posterior,Controlled direct effect,2.4081059114167576
209,brms posterior,Indirect effect,3.5974561430657217
749,brms posterior,Total effect,5.377375582336857
749,brms posterior,Controlled direct effect,2.312352690801629
749,brms posterior,Indirect effect,3.0650228915352278
1677,brms posterior,Total effect,5.769928667676961
1677,brms posterior,Controlled direct effect,1.8811498653370449
1677,brms posterior,Indirect effect,3.888778802339916
3661,brms posterior,Total effect,5.439854308813407
3661,brms posterior,Controlled direct effect,1.9483431691215722
3661,brms posterior,Indirect effect,3.491511139691835
1846,brms posterior,Total effect,5.02201534289453
1846,brms posterior,Controlled direct effect,2.231957551845646
1846,brms posterior,Indirect effect,2.790057791048884
1326,brms posterior,Total effect,4.77565327327595
1326,brms posterior,Controlled direct effect,1.844859674673256
1326,brms posterior,Indirect effect,2.9307935986026936
2179,brms posterior,Total effect,6.199122883169539
2179,brms posterior,Controlled direct effect,2.0449779042018372
2179,brms posterior,Indirect effect,4.154144978967702
2928,brms posterior,Total effect,7.08731394893767
2928,brms posterior,Controlled direct effect,2.061221094088923
2928,brms posterior,Indirect effect,5.026092854848747
95,brms posterior,Total effect,6.288336537928243
95,brms posterior,Controlled direct effect,2.623969017878629
95,brms posterior,Indirect effect,3.6643675200496144
3988,brms posterior,Total effect,5.435649499055171
3988,brms posterior,Controlled direct effect,2.1434274304347527
3988,brms posterior,Indirect effect,3.2922220686204184
420,brms posterior,Total effect,4.3671699325052025
420,brms posterior,Controlled direct effect,1.8805138629135605
420,brms posterior,Indirect effect,2.4866560695916418
1443,brms posterior,Total effect,5.8071646918447994
1443,brms posterior,Controlled direct effect,2.0002823088550645
1443,brms posterior,Indirect effect,3.806882382989735
438,brms posterior,Total effect,6.037969100986212
438,brms posterior,Controlled direct effect,1.7768692228285703
438,brms posterior,Indirect effect,4.2610998781576415
1485,brms posterior,Total effect,5.470046125365116
1485,brms posterior,Controlled direct effect,2.3204274926198956
1485,brms posterior,Indirect effect,3.14961863274522
3341,brms posterior,Total effect,6.5817028127708435
3341,brms posterior,Controlled direct effect,2.22089624065618
3341,brms posterior,Indirect effect,4.360806572114663
3109,brms posterior,Total effect,4.944151332392357
3109,brms posterior,Controlled direct effect,2.361004063707354
3109,brms posterior,Indirect effect,2.583147268685003
2763,brms posterior,Total effect,5.387588604389866
2763,brms posterior,Controlled direct effect,2.077699756447387
2763,brms posterior,Indirect effect,3.3098888479424793
2724,brms posterior,Total effect,5.854470096737058
2724,brms posterior,Controlled direct effect,2.3818994045698636
2724,brms posterior,Indirect effect,3.472570692167195
3792,brms posterior,Total effect,4.209979595756755
3792,brms posterior,Controlled direct effect,2.0310683081689884
3792,brms posterior,Indirect effect,2.1789112875877663
3913,brms posterior,Total effect,5.912362069091802
3913,brms posterior,Controlled direct effect,2.0242588259094827
3913,brms posterior,Indirect effect,3.8881032431823197
2124,brms posterior,Total effect,6.016965448433224
2124,brms posterior,Controlled direct effect,2.066071801276775
2124,brms posterior,Indirect effect,3.9508936471564486
2505,brms posterior,Total effect,5.126594671984053
2505,brms posterior,Controlled direct effect,2.0295795534649113
2505,brms posterior,Indirect effect,3.097015118519142
1625,brms posterior,Total effect,5.461293908718213
1625,brms posterior,Controlled direct effect,2.2111303114693373
1625,brms posterior,Indirect effect,3.250163597248876
3895,brms posterior,Total effect,5.3523312589541
3895,brms posterior,Controlled direct effect,1.8321302260364134
3895,brms posterior,Indirect effect,3.520201032917687
1523,brms posterior,Total effect,5.412751266992105
1523,brms posterior,Controlled direct effect,1.7950588147401088
1523,brms posterior,Indirect effect,3.617692452251996
3427,brms posterior,Total effect,5.049815360387927
3427,brms posterior,Controlled direct effect,2.140307482019952
3427,brms posterior,Indirect effect,2.9095078783679753
3044,brms posterior,Total effect,7.248632658266098
3044,brms posterior,Controlled direct effect,1.5141193220981233
3044,brms posterior,Indirect effect,5.734513336167975
2393,brms posterior,Total effect,6.332976745418745
2393,brms posterior,Controlled direct effect,2.215759402869783
2393,brms posterior,Indirect effect,4.117217342548962
1235,brms posterior,Total effect,5.959592796061449
1235,brms posterior,Controlled direct effect,2.0627825593303095
1235,brms posterior,Indirect effect,3.89681023673114
2311,brms posterior,Total effect,7.424990357079724
2311,brms posterior,Controlled direct effect,2.081188611807536
2311,brms posterior,Indirect effect,5.343801745272188
3576,brms posterior,Total effect,4.541877476493642
3576,brms posterior,Controlled direct effect,1.9788329537797291
3576,brms posterior,Indirect effect,2.563044522713913
2812,brms posterior,Total effect,6.073188461050444
2812,brms posterior,Controlled direct effect,2.5729582128765514
2812,brms posterior,Indirect effect,3.5002302481738927
2649,brms posterior,Total effect,5.318311522508042
2649,brms posterior,Controlled direct effect,1.879691826111505
2649,brms posterior,Indirect effect,3.438619696396537
2049,brms posterior,Total effect,5.397647287576155
2049,brms posterior,Controlled direct effect,2.268314296996529
2049,brms posterior,Indirect effect,3.129332990579626
3836,brms posterior,Total effect,6.32756032244197
3836,brms posterior,Controlled direct effect,2.233003953057829
3836,brms posterior,Indirect effect,4.094556369384141
166,brms posterior,Total effect,5.515483281718507
166,brms posterior,Controlled direct effect,1.466597234902021
166,brms posterior,Indirect effect,4.048886046816486
1267,brms posterior,Total effect,5.680760991586446
1267,brms posterior,Controlled direct effect,1.7621476458634815
1267,brms posterior,Indirect effect,3.9186133457229646
1760,brms posterior,Total effect,4.899440029378965
1760,brms posterior,Controlled direct effect,2.0709069864527816
1760,brms posterior,Indirect effect,2.8285330429261837
1463,brms posterior,Total effect,4.51849136308138
1463,brms posterior,Controlled direct effect,2.157286081128921
1463,brms posterior,Indirect effect,2.361205281952459
3554,brms posterior,Total effect,6.293594283825886
3554,brms posterior,Controlled direct effect,1.8911061859976428
3554,brms posterior,Indirect effect,4.402488097828243
1400,brms posterior,Total effect,6.456020353641484
1400,brms posterior,Controlled direct effect,1.8358842353590052
1400,brms posterior,Indirect effect,4.6201361182824785
2975,brms posterior,Total effect,5.727034243569006
2975,brms posterior,Controlled direct effect,2.4856993920508237
2975,brms posterior,Indirect effect,3.241334851518182
44,brms posterior,Total effect,6.255253094810074
44,brms posterior,Controlled direct effect,2.545213327249149
44,brms posterior,Indirect effect,3.710039767560925
2626,brms posterior,Total effect,6.633220188219054
2626,brms posterior,Controlled direct effect,1.6631037462647922
2626,brms posterior,Indirect effect,4.9701164419542625
1344,brms posterior,Total effect,6.0562305882490906
1344,brms posterior,Controlled direct effect,1.3747876018960876
1344,brms posterior,Indirect effect,4.681442986353003
138,brms posterior,Total effect,4.74051281103578
138,brms posterior,Controlled direct effect,2.0429821745987704
138,brms posterior,Indirect effect,2.6975306364370093
2096,brms posterior,Total effect,4.8976568667715386
2096,brms posterior,Controlled direct effect,2.15451018572575
2096,brms posterior,Indirect effect,2.7431466810457885
1258,brms posterior,Total effect,5.50435284272849
1258,brms posterior,Controlled direct effect,1.8195620615784196
1258,brms posterior,Indirect effect,3.68479078115007
1754,brms posterior,Total effect,6.284585735382683
1754,brms posterior,Controlled direct effect,2.6034186955258205
1754,brms posterior,Indirect effect,3.681167039856862
84,brms posterior,Total effect,5.8258051588651885
84,brms posterior,Controlled direct effect,2.184224028240542
84,brms posterior,Indirect effect,3.6415811306246466
1252,brms posterior,Total effect,5.91505265384228
1252,brms posterior,Controlled direct effect,2.486373171378813
1252,brms posterior,Indirect effect,3.428679482463467
2745,brms posterior,Total effect,5.709473765625219
2745,brms posterior,Controlled direct effect,1.6678786037906153
2745,brms posterior,Indirect effect,4.0415951618346035
1119,brms posterior,Total effect,6.317713416156016
1119,brms posterior,Controlled direct effect,2.4697111498726736
1119,brms posterior,Indirect effect,3.848002266283342
1776,brms posterior,Total effect,4.518228453757393
1776,brms posterior,Controlled direct effect,1.39202618645636
1776,brms posterior,Indirect effect,3.126202267301033
2660,brms posterior,Total effect,6.3998940284563925
2660,brms posterior,Controlled direct effect,2.4270423811851685
2660,brms posterior,Indirect effect,3.972851647271224
3089,brms posterior,Total effect,7.491105917474998
3089,brms posterior,Controlled direct effect,2.333197568144877
3089,brms posterior,Indirect effect,5.157908349330121
3350,brms posterior,Total effect,7.3056100201266165
3350,brms posterior,Controlled direct effect,2.0285048418763902
3350,brms posterior,Indirect effect,5.277105178250226
2480,brms posterior,Total effect,5.455802201436644
2480,brms posterior,Controlled direct effect,2.093839177429738
2480,brms posterior,Indirect effect,3.3619630240069056
1759,brms posterior,Total effect,5.32633266213452
1759,brms posterior,Controlled direct effect,2.406261404911701
1759,brms posterior,Indirect effect,2.9200712572228196
2967,brms posterior,Total effect,4.3937425302344035
2967,brms posterior,Controlled direct effect,2.1683544103586163
2967,brms posterior,Indirect effect,2.225388119875787
3922,brms posterior,Total effect,5.405968365131526
3922,brms posterior,Controlled direct effect,2.2464721642237437
3922,brms posterior,Indirect effect,3.159496200907782
1151,brms posterior,Total effect,5.396680108082428
1151,brms posterior,Controlled direct effect,1.8829210476916143
1151,brms posterior,Indirect effect,3.513759060390814
3965,brms posterior,Total effect,6.118875150777747
3965,brms posterior,Controlled direct effect,2.111211532939834
3965,brms posterior,Indirect effect,4.007663617837913
3796,brms posterior,Total effect,4.691760561064459
3796,brms posterior,Controlled direct effect,2.289379705497891
3796,brms posterior,Indirect effect,2.402380855566568
1278,brms posterior,Total effect,5.186980897432469
1278,brms posterior,Controlled direct effect,1.54424986912933
1278,brms posterior,Indirect effect,3.642731028303139
716,brms posterior,Total effect,5.740065632894515
716,brms posterior,Controlled direct effect,2.1208897647430285
716,brms posterior,Indirect effect,3.6191758681514865
2306,brms posterior,Total effect,6.363740485468263
2306,brms posterior,Controlled direct effect,2.1733586573520998
2306,brms posterior,Indirect effect,4.190381828116163
543,brms posterior,Total effect,6.64517163519585
543,brms posterior,Controlled direct effect,2.3942658317340464
543,brms posterior,Indirect effect,4.250905803461803
78,brms posterior,Total effect,4.661142562930834
78,brms posterior,Controlled direct effect,1.7867209981772374
78,brms posterior,Indirect effect,2.8744215647535967
1087,brms posterior,Total effect,4.860622746969056
1087,brms posterior,Controlled direct effect,1.808043039290001
1087,brms posterior,Indirect effect,3.0525797076790546
1112,brms posterior,Total effect,5.581044782005991
1112,brms posterior,Controlled direct effect,2.4266251589443026
1112,brms posterior,Indirect effect,3.1544196230616883
740,brms posterior,Total effect,5.774516282988641
740,brms posterior,Controlled direct effect,2.2593275185162653
740,brms posterior,Indirect effect,3.5151887644723754
3562,brms posterior,Total effect,5.005066403433189
3562,brms posterior,Controlled direct effect,2.421424123734231
3562,brms posterior,Indirect effect,2.5836422796989584
1444,brms posterior,Total effect,4.385168371264498
1444,brms posterior,Controlled direct effect,1.7015092389659274
1444,brms posterior,Indirect effect,2.683659132298571
2865,brms posterior,Total effect,5.205910970052704
2865,brms posterior,Controlled direct effect,2.2595796148508223
2865,brms posterior,Indirect effect,2.946331355201882
2986,brms posterior,Total effect,5.209297175129172
2986,brms posterior,Controlled direct effect,2.1339215724583593
2986,brms posterior,Indirect effect,3.0753756026708126
2217,brms posterior,Total effect,5.415939189523844
2217,brms posterior,Controlled direct effect,1.5097625683155447
2217,brms posterior,Indirect effect,3.906176621208299
1074,brms posterior,Total effect,4.462746624497076
1074,brms posterior,Controlled direct effect,1.9837757536175886
1074,brms posterior,Indirect effect,2.478970870879488
3333,brms posterior,Total effect,5.817863308317197
3333,brms posterior,Controlled direct effect,1.9812676492463939
3333,brms posterior,Indirect effect,3.836595659070803
3257,brms posterior,Total effect,5.433099036990107
3257,brms posterior,Controlled direct effect,2.308971678301931
3257,brms posterior,Indirect effect,3.124127358688176
346,brms posterior,Total effect,5.637276019290487
346,brms posterior,Controlled direct effect,2.1614394370552485
346,brms posterior,Indirect effect,3.475836582235239
3067,brms posterior,Total effect,6.604291475446509
3067,brms posterior,Controlled direct effect,2.311365509665858
3067,brms posterior,Indirect effect,4.2929259657806504
954,brms posterior,Total effect,5.829082158081916
954,brms posterior,Controlled direct effect,1.8615199498533594
954,brms posterior,Indirect effect,3.9675622082285567
680,brms posterior,Total effect,6.405067379120612
680,brms posterior,Controlled direct effect,1.9166168810128723
680,brms posterior,Indirect effect,4.48845049810774
1824,brms posterior,Total effect,5.557117696730885
1824,brms posterior,Controlled direct effect,1.8703794419898192
1824,brms posterior,Indirect effect,3.686738254741066
1137,brms posterior,Total effect,4.707480435304767
1137,brms posterior,Controlled direct effect,1.283944487732132
1137,brms posterior,Indirect effect,3.423535947572635
291,brms posterior,Total effect,6.810714169792798
291,brms posterior,Controlled direct effect,2.2002329995891503
291,brms posterior,Indirect effect,4.610481170203649
2158,brms posterior,Total effect,5.091744512402103
2158,brms posterior,Controlled direct effect,2.009869804775753
2158,brms posterior,Indirect effect,3.0818747076263504
1549,brms posterior,Total effect,7.569958346346721
1549,brms posterior,Controlled direct effect,2.1753960613947063
1549,brms posterior,Indirect effect,5.3945622849520145
267,brms posterior,Total effect,6.890577352007992
267,brms posterior,Controlled direct effect,2.092266938597378
267,brms posterior,Indirect effect,4.798310413410614
3794,brms posterior,Total effect,5.94346900819642
3794,brms posterior,Controlled direct effect,1.9278956026846776
3794,brms posterior,Indirect effect,4.015573405511742
373,brms posterior,Total effect,5.96385728447682
373,brms posterior,Controlled direct effect,2.8113450048117374
373,brms posterior,Indirect effect,3.1525122796650824
3340,brms posterior,Total effect,4.579337043485685
3340,brms posterior,Controlled direct effect,2.4672914748800667
3340,brms posterior,Indirect effect,2.1120455686056183
2887,brms posterior,Total effect,6.199750483564156
2887,brms posterior,Controlled direct effect,1.7689622937222316
2887,brms posterior,Indirect effect,4.430788189841924
1872,brms posterior,Total effect,5.397971785740055
1872,brms posterior,Controlled direct effect,2.5257908697953093
1872,brms posterior,Indirect effect,2.872180915944746
2834,brms posterior,Total effect,5.735927243948347
2834,brms posterior,Controlled direct effect,2.1159107648772943
2834,brms posterior,Indirect effect,3.6200164790710527
912,brms posterior,Total effect,5.80863645737926
912,brms posterior,Controlled direct effect,1.3858141387386391
912,brms posterior,Indirect effect,4.422822318640621
3432,brms posterior,Total effect,5.957183638159456
3432,brms posterior,Controlled direct effect,1.7646563060196225
3432,brms posterior,Indirect effect,4.192527332139833
3948,brms posterior,Total effect,6.539005482062049
3948,brms posterior,Controlled direct effect,2.3227911523243177
3948,brms posterior,Indirect effect,4.216214329737731
2268,brms posterior,Total effect,7.121009117273323
2268,brms posterior,Controlled direct effect,2.053716560161953
2268,brms posterior,Indirect effect,5.0672925571113705
1360,brms posterior,Total effect,6.5195639480848895
1360,brms posterior,Controlled direct effect,2.2565513441310205
1360,brms posterior,Indirect effect,4.263012603953869
3790,brms posterior,Total effect,5.8540343428471076
3790,brms posterior,Controlled direct effect,1.9749698245938578
3790,brms posterior,Indirect effect,3.8790645182532497
3884,brms posterior,Total effect,5.211658196360924
3884,brms posterior,Controlled direct effect,1.742840307764868
3884,brms posterior,Indirect effect,3.468817888596056
2117,brms posterior,Total effect,5.949498278612552
2117,brms posterior,Controlled direct effect,2.6266333891373033
2117,brms posterior,Indirect effect,3.3228648894752486
2304,brms posterior,Total effect,7.291289648935264
2304,brms posterior,Controlled direct effect,2.4340164480611155
2304,brms posterior,Indirect effect,4.857273200874149
2331,brms posterior,Total effect,5.72121327514804
2331,brms posterior,Controlled direct effect,1.8754332672370382
2331,brms posterior,Indirect effect,3.845780007911002
455,brms posterior,Total effect,4.858220221993175
455,brms posterior,Controlled direct effect,1.8394517191448145
455,brms posterior,Indirect effect,3.018768502848361
2810,brms posterior,Total effect,6.278262295332934
2810,brms posterior,Controlled direct effect,1.9477323200877685
2810,brms posterior,Indirect effect,4.330529975245165
2477,brms posterior,Total effect,4.504760213369509
2477,brms posterior,Controlled direct effect,2.2523783334179233
2477,brms posterior,Indirect effect,2.2523818799515856
2814,brms posterior,Total effect,6.2677208057427976
2814,brms posterior,Controlled direct effect,1.857618665928897
2814,brms posterior,Indirect effect,4.410102139813901
459,brms posterior,Total effect,5.949794640647712
459,brms posterior,Controlled direct effect,2.3158443255242327
459,brms posterior,Indirect effect,3.633950315123479
737,brms posterior,Total effect,4.769982216906966
737,brms posterior,Controlled direct effect,2.0699413174697106
737,brms posterior,Indirect effect,2.7000408994372553
1383,brms posterior,Total effect,5.927239164366697
1383,brms posterior,Controlled direct effect,2.0478965112397933
1383,brms posterior,Indirect effect,3.879342653126904
1897,brms posterior,Total effect,6.259228715405631
1897,brms posterior,Controlled direct effect,1.7643527917159472
1897,brms posterior,Indirect effect,4.494875923689683
2683,brms posterior,Total effect,5.532168892891491
2683,brms posterior,Controlled direct effect,1.6687194389810038
2683,brms posterior,Indirect effect,3.863449453910487
1916,brms posterior,Total effect,6.641454777365164
1916,brms posterior,Controlled direct effect,2.1411161252403095
1916,brms posterior,Indirect effect,4.500338652124855
499,brms posterior,Total effect,6.346574147757101
499,brms posterior,Controlled direct effect,2.24528207727757
499,brms posterior,Indirect effect,4.101292070479531
2751,brms posterior,Total effect,5.466850689245031
2751,brms posterior,Controlled direct effect,1.788568549493324
2751,brms posterior,Indirect effect,3.678282139751707
595,brms posterior,Total effect,6.872262501464544
595,brms posterior,Controlled direct effect,1.970757966345797
595,brms posterior,Indirect effect,4.901504535118747
1831,brms posterior,Total effect,5.172427374389106
1831,brms posterior,Controlled direct effect,2.2093189143181413
1831,brms posterior,Indirect effect,2.963108460070965
727,brms posterior,Total effect,4.060390401380386
727,brms posterior,Controlled direct effect,2.1027481559629253
727,brms posterior,Indirect effect,1.9576422454174605
1918,brms posterior,Total effect,5.038026225476296
1918,brms posterior,Controlled direct effect,1.843893431482644
1918,brms posterior,Indirect effect,3.194132793993652
1120,brms posterior,Total effect,6.624837336194591
1120,brms posterior,Controlled direct effect,1.9732915902286
1120,brms posterior,Indirect effect,4.651545745965991
2302,brms posterior,Total effect,5.580387891322587
2302,brms posterior,Controlled direct effect,2.1703153518836027
2302,brms posterior,Indirect effect,3.4100725394389846
1283,brms posterior,Total effect,4.184261898053461
1283,brms posterior,Controlled direct effect,1.8022471520597643
1283,brms posterior,Indirect effect,2.382014745993697
2334,brms posterior,Total effect,5.745452910492492
2334,brms posterior,Controlled direct effect,2.0208481293067933
2334,brms posterior,Indirect effect,3.724604781185699
1546,brms posterior,Total effect,6.361711977673699
1546,brms posterior,Controlled direct effect,1.857761861080364
1546,brms posterior,Indirect effect,4.5039501165933356
2510,brms posterior,Total effect,6.561236607256868
2510,brms posterior,Controlled direct effect,2.137208166116804
2510,brms posterior,Indirect effect,4.424028441140064
814,brms posterior,Total effect,4.740888356321035
814,brms posterior,Controlled direct effect,1.9919226557997447
