.draw,method,effect,estimate
814,brms posterior,Indirect effect,2.74896570052129
3431,brms posterior,Total effect,6.44400668082548
3431,brms posterior,Controlled direct effect,2.1956775984630212
3431,brms posterior,Indirect effect,4.248329082362459
995,brms posterior,Total effect,4.718815339202994
995,brms posterior,Controlled direct effect,2.059406563470899
995,brms posterior,Indirect effect,2.659408775732095
1301,brms posterior,Total effect,7.468512748191875
1301,brms posterior,Controlled direct effect,1.834507418329748
1301,brms posterior,Indirect effect,5.634005329862127
1415,brms posterior,Total effect,5.279331840917888
1415,brms posterior,Controlled direct effect,2.230891551754885
1415,brms posterior,Indirect effect,3.048440289163003
3389,brms posterior,Total effect,8.590483477249633
3389,brms posterior,Controlled direct effect,2.195843667217515
3389,brms posterior,Indirect effect,6.394639810032118
1118,brms posterior,Total effect,5.534183164874103
1118,brms posterior,Controlled direct effect,1.9183741056127182
1118,brms posterior,Indirect effect,3.615809059261385
1942,brms posterior,Total effect,6.19910369445264
1942,brms posterior,Controlled direct effect,1.8475644570157739
1942,brms posterior,Indirect effect,4.351539237436866
2707,brms posterior,Total effect,5.744704771481416
2707,brms posterior,Controlled direct effect,2.720800814695572
2707,brms posterior,Indirect effect,3.023903956785844
2507,brms posterior,Total effect,6.454446995254786
2507,brms posterior,Controlled direct effect,2.4278555583210233
2507,brms posterior,Indirect effect,4.026591436933763
780,brms posterior,Total effect,5.808761877765816
780,brms posterior,Controlled direct effect,2.161502543219856
780,brms posterior,Indirect effect,3.6472593345459603
105,brms posterior,Total effect,5.533009421746113
105,brms posterior,Controlled direct effect,1.7706480858531242
105,brms posterior,Indirect effect,3.7623613358929893
1869,brms posterior,Total effect,7.491212622135276
1869,brms posterior,Controlled direct effect,1.657923644563514
1869,brms posterior,Indirect effect,5.833288977571762
1937,brms posterior,Total effect,5.68608289021458
1937,brms posterior,Controlled direct effect,2.2059844443543515
1937,brms posterior,Indirect effect,3.4800984458602287
3947,brms posterior,Total effect,4.514389649980429
3947,brms posterior,Controlled direct effect,1.7364905787583504
3947,brms posterior,Indirect effect,2.7778990712220786
713,brms posterior,Total effect,5.776648282338487
713,brms posterior,Controlled direct effect,1.58521502391249
713,brms posterior,Indirect effect,4.191433258425997
3551,brms posterior,Total effect,5.907110327871568
3551,brms posterior,Controlled direct effect,1.9818705047087004
3551,brms posterior,Indirect effect,3.925239823162868
1385,brms posterior,Total effect,5.768108122976622
1385,brms posterior,Controlled direct effect,1.8247571143457857
1385,brms posterior,Indirect effect,3.943351008630836
3227,brms posterior,Total effect,7.1765301031127215
3227,brms posterior,Controlled direct effect,1.9321075221332098
3227,brms posterior,Indirect effect,5.244422580979512
3825,brms posterior,Total effect,6.59483150322245
3825,brms posterior,Controlled direct effect,2.3993000688566153
3825,brms posterior,Indirect effect,4.195531434365835
3468,brms posterior,Total effect,6.407155603318219
3468,brms posterior,Controlled direct effect,2.4232463068886254
3468,brms posterior,Indirect effect,3.9839092964295935
3706,brms posterior,Total effect,5.932099300401038
3706,brms posterior,Controlled direct effect,2.3959121859869033
3706,brms posterior,Indirect effect,3.536187114414135
3210,brms posterior,Total effect,5.967022772259658
3210,brms posterior,Controlled direct effect,2.3224382794292433
3210,brms posterior,Indirect effect,3.6445844928304147
1308,brms posterior,Total effect,4.588027783232487
1308,brms posterior,Controlled direct effect,2.131288713436225
1308,brms posterior,Indirect effect,2.4567390697962623
2487,brms posterior,Total effect,5.811640855532191
2487,brms posterior,Controlled direct effect,1.8469595638697798
2487,brms posterior,Indirect effect,3.964681291662411
2770,brms posterior,Total effect,4.755939028799402
2770,brms posterior,Controlled direct effect,2.3044058471361892
2770,brms posterior,Indirect effect,2.4515331816632124
3760,brms posterior,Total effect,5.098572554157911
3760,brms posterior,Controlled direct effect,1.8373496544024182
3760,brms posterior,Indirect effect,3.2612228997554933
853,brms posterior,Total effect,5.858624027526961
853,brms posterior,Controlled direct effect,1.3426278214982612
853,brms posterior,Indirect effect,4.515996206028699
2889,brms posterior,Total effect,6.191923410628671
2889,brms posterior,Controlled direct effect,2.2578838678058455
2889,brms posterior,Indirect effect,3.934039542822825
2164,brms posterior,Total effect,6.077075962319733
2164,brms posterior,Controlled direct effect,1.8385599414111549
2164,brms posterior,Indirect effect,4.238516020908579
3368,brms posterior,Total effect,5.700119143440556
3368,brms posterior,Controlled direct effect,2.2440354488315952
3368,brms posterior,Indirect effect,3.456083694608961
3667,brms posterior,Total effect,4.8760906369735775
3667,brms posterior,Controlled direct effect,2.0975611951827706
3667,brms posterior,Indirect effect,2.778529441790807
2593,brms posterior,Total effect,4.942849564754664
2593,brms posterior,Controlled direct effect,2.1530161575039752
2593,brms posterior,Indirect effect,2.789833407250689
61,brms posterior,Total effect,5.474762928777003
61,brms posterior,Controlled direct effect,2.2481712314599607
61,brms posterior,Indirect effect,3.2265916973170423
787,brms posterior,Total effect,6.664875042026949
787,brms posterior,Controlled direct effect,2.6266975698724293
787,brms posterior,Indirect effect,4.03817747215452
1839,brms posterior,Total effect,6.458469627720712
1839,brms posterior,Controlled direct effect,2.2597143029225215
1839,brms posterior,Indirect effect,4.19875532479819
2465,brms posterior,Total effect,6.1478439194174825
2465,brms posterior,Controlled direct effect,2.2370323311969016
2465,brms posterior,Indirect effect,3.910811588220581
3688,brms posterior,Total effect,4.761266019548657
3688,brms posterior,Controlled direct effect,1.8711286785224164
3688,brms posterior,Indirect effect,2.8901373410262403
2024,brms posterior,Total effect,4.825873080407503
2024,brms posterior,Controlled direct effect,2.0471382901401602
2024,brms posterior,Indirect effect,2.778734790267343
3329,brms posterior,Total effect,5.763207777864299
3329,brms posterior,Controlled direct effect,2.3777444163021753
3329,brms posterior,Indirect effect,3.3854633615621235
148,brms posterior,Total effect,5.485712068916843
148,brms posterior,Controlled direct effect,1.9083863539922956
148,brms posterior,Indirect effect,3.5773257149245477
2090,brms posterior,Total effect,6.452140837838847
2090,brms posterior,Controlled direct effect,2.2992848732459867
2090,brms posterior,Indirect effect,4.15285596459286
1018,brms posterior,Total effect,6.656187103338387
1018,brms posterior,Controlled direct effect,2.2410747541524505
1018,brms posterior,Indirect effect,4.415112349185936
572,brms posterior,Total effect,7.271362247101223
572,brms posterior,Controlled direct effect,2.1595937950730457
572,brms posterior,Indirect effect,5.111768452028177
1944,brms posterior,Total effect,6.38447807814663
1944,brms posterior,Controlled direct effect,2.288679850518506
1944,brms posterior,Indirect effect,4.095798227628125
2954,brms posterior,Total effect,5.011950467539078
2954,brms posterior,Controlled direct effect,2.4641574347821726
2954,brms posterior,Indirect effect,2.5477930327569056
2721,brms posterior,Total effect,7.430264136118817
2721,brms posterior,Controlled direct effect,2.1939900352346298
2721,brms posterior,Indirect effect,5.236274100884187
2338,brms posterior,Total effect,7.078026526337243
2338,brms posterior,Controlled direct effect,1.6306203904038843
2338,brms posterior,Indirect effect,5.447406135933358
2592,brms posterior,Total effect,4.948097570548784
2592,brms posterior,Controlled direct effect,1.8143776288969067
2592,brms posterior,Indirect effect,3.1337199416518775
3637,brms posterior,Total effect,6.7223276969698285
3637,brms posterior,Controlled direct effect,2.2958884212587347
3637,brms posterior,Indirect effect,4.426439275711093
2820,brms posterior,Total effect,5.445589322700404
2820,brms posterior,Controlled direct effect,2.4195382117844373
2820,brms posterior,Indirect effect,3.026051110915967
3024,brms posterior,Total effect,4.924389500585818
3024,brms posterior,Controlled direct effect,2.4525781282776165
3024,brms posterior,Indirect effect,2.4718113723082014
3781,brms posterior,Total effect,6.526714896405677
3781,brms posterior,Controlled direct effect,1.8920439012940724
3781,brms posterior,Indirect effect,4.6346709951116045
240,brms posterior,Total effect,6.148106749587753
240,brms posterior,Controlled direct effect,2.129093687932216
240,brms posterior,Indirect effect,4.019013061655537
1232,brms posterior,Total effect,6.4285344645395774
1232,brms posterior,Controlled direct effect,2.259776149266734
1232,brms posterior,Indirect effect,4.168758315272843
1429,brms posterior,Total effect,5.023535124318269
1429,brms posterior,Controlled direct effect,2.3382228760417805
1429,brms posterior,Indirect effect,2.685312248276489
150,brms posterior,Total effect,5.917297557588216
150,brms posterior,Controlled direct effect,1.6265509199158208
150,brms posterior,Indirect effect,4.290746637672395
3213,brms posterior,Total effect,4.929548226409482
3213,brms posterior,Controlled direct effect,2.08753455130282
3213,brms posterior,Indirect effect,2.842013675106662
1681,brms posterior,Total effect,6.242794524070777
1681,brms posterior,Controlled direct effect,1.7089893744909417
1681,brms posterior,Indirect effect,4.533805149579836
1198,brms posterior,Total effect,7.1872600212940565
1198,brms posterior,Controlled direct effect,1.9958192582040235
1198,brms posterior,Indirect effect,5.191440763090033
3172,brms posterior,Total effect,4.448942917807019
3172,brms posterior,Controlled direct effect,2.4067311800288027
3172,brms posterior,Indirect effect,2.042211737778216
1058,brms posterior,Total effect,5.382637122373855
1058,brms posterior,Controlled direct effect,2.180489232375951
1058,brms posterior,Indirect effect,3.202147889997904
290,brms posterior,Total effect,6.659667934152404
290,brms posterior,Controlled direct effect,2.067935501290232
290,brms posterior,Indirect effect,4.591732432862172
2375,brms posterior,Total effect,5.544392772580743
2375,brms posterior,Controlled direct effect,2.141664239858015
2375,brms posterior,Indirect effect,3.402728532722728
507,brms posterior,Total effect,5.606005734805746
507,brms posterior,Controlled direct effect,1.7237249470740301
507,brms posterior,Indirect effect,3.8822807877317156
3087,brms posterior,Total effect,5.1674236415113075
3087,brms posterior,Controlled direct effect,1.8359713970925293
3087,brms posterior,Indirect effect,3.331452244418778
1102,brms posterior,Total effect,6.277766928894554
1102,brms posterior,Controlled direct effect,1.7129344798084953
1102,brms posterior,Indirect effect,4.564832449086058
934,brms posterior,Total effect,6.675879518383375
934,brms posterior,Controlled direct effect,1.7990571078146567
934,brms posterior,Indirect effect,4.8768224105687175
22,brms posterior,Total effect,5.385555087155287
22,brms posterior,Controlled direct effect,1.450057326294274
22,brms posterior,Indirect effect,3.9354977608610127
1215,brms posterior,Total effect,5.538292325746314
1215,brms posterior,Controlled direct effect,1.3384098892718597
1215,brms posterior,Indirect effect,4.199882436474454
3803,brms posterior,Total effect,6.207837072183676
3803,brms posterior,Controlled direct effect,2.0613375597049948
3803,brms posterior,Indirect effect,4.146499512478682
2133,brms posterior,Total effect,6.209814395791783
2133,brms posterior,Controlled direct effect,2.420515398342355
2133,brms posterior,Indirect effect,3.789298997449428
2744,brms posterior,Total effect,5.884961480884975
2744,brms posterior,Controlled direct effect,2.243799503366448
2744,brms posterior,Indirect effect,3.641161977518527
2194,brms posterior,Total effect,5.192559377640066
2194,brms posterior,Controlled direct effect,1.891279148292185
2194,brms posterior,Indirect effect,3.3012802293478813
1224,brms posterior,Total effect,5.574969166915448
1224,brms posterior,Controlled direct effect,2.085446138689483
1224,brms posterior,Indirect effect,3.489523028225965
3292,brms posterior,Total effect,6.842959459284831
3292,brms posterior,Controlled direct effect,1.940667312011262
3292,brms posterior,Indirect effect,4.9022921472735685
3626,brms posterior,Total effect,5.857352967505942
3626,brms posterior,Controlled direct effect,2.4251568323281107
3626,brms posterior,Indirect effect,3.432196135177831
500,brms posterior,Total effect,4.822212308063509
500,brms posterior,Controlled direct effect,1.7962117272631062
500,brms posterior,Indirect effect,3.026000580800403
38,brms posterior,Total effect,5.80132227931218
38,brms posterior,Controlled direct effect,2.296923676168956
38,brms posterior,Indirect effect,3.5043986031432244
3393,brms posterior,Total effect,6.121072457774229
3393,brms posterior,Controlled direct effect,1.9076103474421986
3393,brms posterior,Indirect effect,4.21346211033203
366,brms posterior,Total effect,4.512086285985459
366,brms posterior,Controlled direct effect,1.5799631489185368
366,brms posterior,Indirect effect,2.9321231370669225
2288,brms posterior,Total effect,6.520552847003244
2288,brms posterior,Controlled direct effect,2.005288730043733
2288,brms posterior,Indirect effect,4.515264116959511
135,brms posterior,Total effect,5.086606011009194
135,brms posterior,Controlled direct effect,1.7770588224898787
135,brms posterior,Indirect effect,3.3095471885193155
2866,brms posterior,Total effect,4.810527836016347
2866,brms posterior,Controlled direct effect,1.4483999656709237
2866,brms posterior,Indirect effect,3.3621278703454234
3519,brms posterior,Total effect,6.41776003821735
3519,brms posterior,Controlled direct effect,1.8495825287476326
3519,brms posterior,Indirect effect,4.568177509469717
1455,brms posterior,Total effect,4.488698540697676
1455,brms posterior,Controlled direct effect,1.2576080149992774
1455,brms posterior,Indirect effect,3.2310905256983986
3933,brms posterior,Total effect,7.496514065054322
3933,brms posterior,Controlled direct effect,2.449066868571907
3933,brms posterior,Indirect effect,5.047447196482415
3335,brms posterior,Total effect,7.164769349416288
3335,brms posterior,Controlled direct effect,2.0489479650368576
3335,brms posterior,Indirect effect,5.11582138437943
178,brms posterior,Total effect,7.013344945912662
178,brms posterior,Controlled direct effect,2.467285178366189
178,brms posterior,Indirect effect,4.546059767546473
3787,brms posterior,Total effect,6.003893858470916
3787,brms posterior,Controlled direct effect,2.5148067971283248
3787,brms posterior,Indirect effect,3.4890870613425915
1524,brms posterior,Total effect,5.572684391335324
1524,brms posterior,Controlled direct effect,2.1133861351028
1524,brms posterior,Indirect effect,3.459298256232524
1138,brms posterior,Total effect,6.478874695899242
1138,brms posterior,Controlled direct effect,1.8188460496814716
1138,brms posterior,Indirect effect,4.66002864621777
2910,brms posterior,Total effect,5.914845182382778
2910,brms posterior,Controlled direct effect,2.0264257280662763
2910,brms posterior,Indirect effect,3.8884194543165016
2476,brms posterior,Total effect,7.721576722631442
2476,brms posterior,Controlled direct effect,2.3703470257190786
2476,brms posterior,Indirect effect,5.3512296969123625
599,brms posterior,Total effect,5.132429082534028
599,brms posterior,Controlled direct effect,2.060661097407805
599,brms posterior,Indirect effect,3.0717679851262227
2257,brms posterior,Total effect,5.459071703856109
2257,brms posterior,Controlled direct effect,2.0994784125788053
2257,brms posterior,Indirect effect,3.359593291277304
1965,brms posterior,Total effect,6.940556019727801
1965,brms posterior,Controlled direct effect,1.7935936762928266
1965,brms posterior,Indirect effect,5.146962343434974
1868,brms posterior,Total effect,6.932991045823525
1868,brms posterior,Controlled direct effect,1.64448352140935
1868,brms posterior,Indirect effect,5.288507524414175
1750,brms posterior,Total effect,5.416083239245456
1750,brms posterior,Controlled direct effect,2.3389507041224213
1750,brms posterior,Indirect effect,3.0771325351230345
2144,brms posterior,Total effect,7.11680834562071
2144,brms posterior,Controlled direct effect,2.2237661470728547
2144,brms posterior,Indirect effect,4.893042198547855
2648,brms posterior,Total effect,5.398616501508472
2648,brms posterior,Controlled direct effect,2.1103318062390795
2648,brms posterior,Indirect effect,3.2882846952693923
1858,brms posterior,Total effect,6.433619429118561
1858,brms posterior,Controlled direct effect,1.9706444233049756
1858,brms posterior,Indirect effect,4.462975005813586
621,brms posterior,Total effect,5.871519201617432
621,brms posterior,Controlled direct effect,2.5086941043653734
621,brms posterior,Indirect effect,3.362825097252059
1417,brms posterior,Total effect,5.693921624984444
1417,brms posterior,Controlled direct effect,1.5967852727185288
1417,brms posterior,Indirect effect,4.097136352265915
2322,brms posterior,Total effect,5.328779745775033
2322,brms posterior,Controlled direct effect,2.1305507026437285
2322,brms posterior,Indirect effect,3.1982290431313043
2051,brms posterior,Total effect,6.357832925355452
2051,brms posterior,Controlled direct effect,1.837332701025887
2051,brms posterior,Indirect effect,4.520500224329565
1002,brms posterior,Total effect,5.445841488667079
1002,brms posterior,Controlled direct effect,1.9052112970079245
1002,brms posterior,Indirect effect,3.5406301916591545
815,brms posterior,Total effect,5.037826922994247
815,brms posterior,Controlled direct effect,1.6327345533413882
815,brms posterior,Indirect effect,3.405092369652859
652,brms posterior,Total effect,5.890383007794091
652,brms posterior,Controlled direct effect,2.3224423887813668
652,brms posterior,Indirect effect,3.567940619012724
2955,brms posterior,Total effect,5.900926155771417
2955,brms posterior,Controlled direct effect,2.0234211532698048
2955,brms posterior,Indirect effect,3.8775050025016125
2273,brms posterior,Total effect,6.098623076096634
2273,brms posterior,Controlled direct effect,2.101679242582126
2273,brms posterior,Indirect effect,3.996943833514508
1861,brms posterior,Total effect,5.276790963367375
1861,brms posterior,Controlled direct effect,1.9566463611250982
1861,brms posterior,Indirect effect,3.3201446022422774
3877,brms posterior,Total effect,6.7040762805014324
3877,brms posterior,Controlled direct effect,2.8117385604642
3877,brms posterior,Indirect effect,3.8923377200372324
1597,brms posterior,Total effect,4.862861134742426
1597,brms posterior,Controlled direct effect,2.410629183503227
1597,brms posterior,Indirect effect,2.452231951239199
445,brms posterior,Total effect,6.8273056084451476
445,brms posterior,Controlled direct effect,2.201140979301734
445,brms posterior,Indirect effect,4.626164629143414
440,brms posterior,Total effect,5.343531286038571
440,brms posterior,Controlled direct effect,1.4240671455033396
440,brms posterior,Indirect effect,3.9194641405352315
1787,brms posterior,Total effect,5.89424305534196
1787,brms posterior,Controlled direct effect,2.4381915843225412
1787,brms posterior,Indirect effect,3.4560514710194186
2828,brms posterior,Total effect,5.797494826826135
2828,brms posterior,Controlled direct effect,2.6152516501091174
2828,brms posterior,Indirect effect,3.1822431767170176
2998,brms posterior,Total effect,8.299821359590617
2998,brms posterior,Controlled direct effect,1.7362018178666876
2998,brms posterior,Indirect effect,6.563619541723929
235,brms posterior,Total effect,4.406785942086475
235,brms posterior,Controlled direct effect,2.0323870969060547
235,brms posterior,Indirect effect,2.37439884518042
1920,brms posterior,Total effect,6.181820270078134
1920,brms posterior,Controlled direct effect,2.327722318015357
1920,brms posterior,Indirect effect,3.8540979520627774
3956,brms posterior,Total effect,6.789947286571377
3956,brms posterior,Controlled direct effect,2.475925829405801
3956,brms posterior,Indirect effect,4.314021457165576
93,brms posterior,Total effect,6.141590895885173
93,brms posterior,Controlled direct effect,1.9914773478614554
93,brms posterior,Indirect effect,4.150113548023718
3648,brms posterior,Total effect,5.042955989043751
3648,brms posterior,Controlled direct effect,1.9409144110612726
3648,brms posterior,Indirect effect,3.1020415779824786
596,brms posterior,Total effect,5.835669286893881
596,brms posterior,Controlled direct effect,1.7162946398295795
596,brms posterior,Indirect effect,4.119374647064301
2168,brms posterior,Total effect,6.62171978962162
2168,brms posterior,Controlled direct effect,2.1318875266248942
2168,brms posterior,Indirect effect,4.489832262996726
315,brms posterior,Total effect,5.465383398954307
315,brms posterior,Controlled direct effect,2.2583095333941685
315,brms posterior,Indirect effect,3.2070738655601385
3377,brms posterior,Total effect,7.847398254940742
3377,brms posterior,Controlled direct effect,2.2897033835935465
3377,brms posterior,Indirect effect,5.557694871347196
1206,brms posterior,Total effect,5.670602695810004
1206,brms posterior,Controlled direct effect,1.3201720237119274
1206,brms posterior,Indirect effect,4.350430672098076
1319,brms posterior,Total effect,7.393502301767482
1319,brms posterior,Controlled direct effect,2.369327359124741
1319,brms posterior,Indirect effect,5.024174942642741
2839,brms posterior,Total effect,6.073973193217264
2839,brms posterior,Controlled direct effect,2.4933221924087556
2839,brms posterior,Indirect effect,3.5806510008085084
2646,brms posterior,Total effect,6.540212998786103
2646,brms posterior,Controlled direct effect,2.0620596223329466
2646,brms posterior,Indirect effect,4.4781533764531565
1604,brms posterior,Total effect,5.947892354698562
1604,brms posterior,Controlled direct effect,1.8175611728744117
1604,brms posterior,Indirect effect,4.13033118182415
3059,brms posterior,Total effect,5.349135516297178
3059,brms posterior,Controlled direct effect,1.9987097773860791
3059,brms posterior,Indirect effect,3.350425738911099
3559,brms posterior,Total effect,4.810070686390775
3559,brms posterior,Controlled direct effect,2.355474975264931
3559,brms posterior,Indirect effect,2.454595711125844
698,brms posterior,Total effect,5.762478492066272
698,brms posterior,Controlled direct effect,2.2292934387286314
698,brms posterior,Indirect effect,3.5331850533376405
3297,brms posterior,Total effect,5.206989339643979
3297,brms posterior,Controlled direct effect,2.2572031628460296
3297,brms posterior,Indirect effect,2.949786176797949
1246,brms posterior,Total effect,6.097698884670552
1246,brms posterior,Controlled direct effect,1.7573409280883818
1246,brms posterior,Indirect effect,4.340357956582171
2201,brms posterior,Total effect,7.319377692407213
2201,brms posterior,Controlled direct effect,2.418512156241896
2201,brms posterior,Indirect effect,4.900865536165316
3010,brms posterior,Total effect,5.194528961225317
3010,brms posterior,Controlled direct effect,1.5324458505358822
3010,brms posterior,Indirect effect,3.662083110689435
183,brms posterior,Total effect,6.430142414592031
183,brms posterior,Controlled direct effect,2.254172332903048
183,brms posterior,Indirect effect,4.175970081688983
2659,brms posterior,Total effect,6.158766130905295
2659,brms posterior,Controlled direct effect,1.797064476939462
2659,brms posterior,Indirect effect,4.361701653965833
2002,brms posterior,Total effect,4.045310551230263
2002,brms posterior,Controlled direct effect,1.958555884312916
2002,brms posterior,Indirect effect,2.086754666917347
3337,brms posterior,Total effect,5.7788987217030225
3337,brms posterior,Controlled direct effect,2.4076633263429916
3337,brms posterior,Indirect effect,3.371235395360031
1707,brms posterior,Total effect,4.967546402498797
1707,brms posterior,Controlled direct effect,2.302141546489353
1707,brms posterior,Indirect effect,2.6654048560094443
1915,brms posterior,Total effect,5.874523948773535
1915,brms posterior,Controlled direct effect,1.975270075485061
1915,brms posterior,Indirect effect,3.8992538732884743
2935,brms posterior,Total effect,5.268346633772927
2935,brms posterior,Controlled direct effect,2.0663742877186047
2935,brms posterior,Indirect effect,3.201972346054322
2616,brms posterior,Total effect,6.178933979048536
2616,brms posterior,Controlled direct effect,2.0883146173438054
2616,brms posterior,Indirect effect,4.09061936170473
3422,brms posterior,Total effect,4.892126215361258
3422,brms posterior,Controlled direct effect,1.7322269341499017
3422,brms posterior,Indirect effect,3.159899281211356
3009,brms posterior,Total effect,5.606332641061998
3009,brms posterior,Controlled direct effect,2.1494110422927415
3009,brms posterior,Indirect effect,3.4569215987692568
1630,brms posterior,Total effect,6.405441439666081
1630,brms posterior,Controlled direct effect,2.0139778740879075
1630,brms posterior,Indirect effect,4.3914635655781735
221,brms posterior,Total effect,5.67809963772086
221,brms posterior,Controlled direct effect,2.094213812127499
221,brms posterior,Indirect effect,3.5838858255933608
1734,brms posterior,Total effect,6.07345466927036
1734,brms posterior,Controlled direct effect,2.2197970729636074
1734,brms posterior,Indirect effect,3.8536575963067525
1042,brms posterior,Total effect,6.169150538775039
1042,brms posterior,Controlled direct effect,2.063591913005445
1042,brms posterior,Indirect effect,4.105558625769594
1039,brms posterior,Total effect,5.881116889529792
1039,brms posterior,Controlled direct effect,2.395387448836342
1039,brms posterior,Indirect effect,3.48572944069345
1090,brms posterior,Total effect,5.428709644245452
1090,brms posterior,Controlled direct effect,1.9156889113133455
1090,brms posterior,Indirect effect,3.5130207329321066
3015,brms posterior,Total effect,6.8180398555544475
3015,brms posterior,Controlled direct effect,1.9976841338043774
3015,brms posterior,Indirect effect,4.8203557217500705
3102,brms posterior,Total effect,7.024732460800096
3102,brms posterior,Controlled direct effect,1.9558860978856165
3102,brms posterior,Indirect effect,5.0688463629144795
1954,brms posterior,Total effect,5.816875834473505
1954,brms posterior,Controlled direct effect,1.990300558222477
1954,brms posterior,Indirect effect,3.826575276251028
2437,brms posterior,Total effect,5.897352912635012
2437,brms posterior,Controlled direct effect,2.026953158266351
2437,brms posterior,Indirect effect,3.870399754368661
3412,brms posterior,Total effect,5.662368829620322
3412,brms posterior,Controlled direct effect,2.0129670413535776
3412,brms posterior,Indirect effect,3.649401788266744
2709,brms posterior,Total effect,5.771616700014369
2709,brms posterior,Controlled direct effect,1.8423763536617552
2709,brms posterior,Indirect effect,3.9292403463526138
2595,brms posterior,Total effect,5.525644054146653
2595,brms posterior,Controlled direct effect,2.0125070270837586
2595,brms posterior,Indirect effect,3.5131370270628945
2852,brms posterior,Total effect,6.155451779394056
2852,brms posterior,Controlled direct effect,2.4460305973621606
2852,brms posterior,Indirect effect,3.7094211820318956
3179,brms posterior,Total effect,5.506990858922118
3179,brms posterior,Controlled direct effect,1.204012429887504
3179,brms posterior,Indirect effect,4.3029784290346145
3750,brms posterior,Total effect,6.3255664826918165
3750,brms posterior,Controlled direct effect,1.5223417381045774
3750,brms posterior,Indirect effect,4.803224744587239
2017,brms posterior,Total effect,4.465825412434089
2017,brms posterior,Controlled direct effect,2.2735169092092784
2017,brms posterior,Indirect effect,2.192308503224811
3363,brms posterior,Total effect,7.233340415125134
3363,brms posterior,Controlled direct effect,2.261025843193088
3363,brms posterior,Indirect effect,4.9723145719320465
3532,brms posterior,Total effect,5.791601993266106
3532,brms posterior,Controlled direct effect,2.1099329183107196
3532,brms posterior,Indirect effect,3.681669074955386
1621,brms posterior,Total effect,5.617329105258899
1621,brms posterior,Controlled direct effect,1.8941651684260719
1621,brms posterior,Indirect effect,3.7231639368328273
811,brms posterior,Total effect,5.239715394062757
811,brms posterior,Controlled direct effect,2.4338713362434747
811,brms posterior,Indirect effect,2.8058440578192823
1188,brms posterior,Total effect,6.183783526187523
1188,brms posterior,Controlled direct effect,1.9922273128234962
1188,brms posterior,Indirect effect,4.191556213364027
2461,brms posterior,Total effect,4.995521072163431
2461,brms posterior,Controlled direct effect,2.267094752915299
2461,brms posterior,Indirect effect,2.7284263192481317
3865,brms posterior,Total effect,4.0066328500202255
3865,brms posterior,Controlled direct effect,1.8736918139541625
3865,brms posterior,Indirect effect,2.132941036066063
294,brms posterior,Total effect,5.70737443727578
294,brms posterior,Controlled direct effect,2.248667376143427
294,brms posterior,Indirect effect,3.458707061132353
3230,brms posterior,Total effect,5.77100151395161
3230,brms posterior,Controlled direct effect,1.786734781718759
3230,brms posterior,Indirect effect,3.984266732232851
3252,brms posterior,Total effect,5.904151353206081
3252,brms posterior,Controlled direct effect,2.1074453298055387
3252,brms posterior,Indirect effect,3.7967060234005423
1180,brms posterior,Total effect,4.650663050383706
1180,brms posterior,Controlled direct effect,2.062935028190587
1180,brms posterior,Indirect effect,2.5877280221931187
1027,brms posterior,Total effect,6.345084951680795
1027,brms posterior,Controlled direct effect,2.1385649838402045
1027,brms posterior,Indirect effect,4.20651996784059
3128,brms posterior,Total effect,7.278925666238658
3128,brms posterior,Controlled direct effect,1.758358133536344
3128,brms posterior,Indirect effect,5.520567532702314
714,brms posterior,Total effect,4.726696007963979
714,brms posterior,Controlled direct effect,2.1513215643158765
714,brms posterior,Indirect effect,2.5753744436481028
3508,brms posterior,Total effect,6.074070295866767
3508,brms posterior,Controlled direct effect,1.9874698251219325
3508,brms posterior,Indirect effect,4.086600470744835
3441,brms posterior,Total effect,6.288405842427617
3441,brms posterior,Controlled direct effect,1.914297338067961
3441,brms posterior,Indirect effect,4.374108504359656
206,brms posterior,Total effect,4.119817889910532
206,brms posterior,Controlled direct effect,2.0443791564016243
206,brms posterior,Indirect effect,2.075438733508908
520,brms posterior,Total effect,6.052179929741744
520,brms posterior,Controlled direct effect,2.27273296487669
520,brms posterior,Indirect effect,3.7794469648650537
2774,brms posterior,Total effect,6.448540433197592
2774,brms posterior,Controlled direct effect,2.172957768026446
2774,brms posterior,Indirect effect,4.275582665171147
2892,brms posterior,Total effect,4.514957093487481
2892,brms posterior,Controlled direct effect,1.7638774827525219
2892,brms posterior,Indirect effect,2.751079610734959
2985,brms posterior,Total effect,6.290738083177089
2985,brms posterior,Controlled direct effect,1.6682851277937707
2985,brms posterior,Indirect effect,4.622452955383318
2072,brms posterior,Total effect,5.609547316681756
2072,brms posterior,Controlled direct effect,1.440176152742605
2072,brms posterior,Indirect effect,4.169371163939152
2488,brms posterior,Total effect,5.520368284731733
2488,brms posterior,Controlled direct effect,1.840385642785495
2488,brms posterior,Indirect effect,3.679982641946238
344,brms posterior,Total effect,6.255553496674598
344,brms posterior,Controlled direct effect,2.0381600652128316
344,brms posterior,Indirect effect,4.217393431461767
3402,brms posterior,Total effect,4.9469551360016615
3402,brms posterior,Controlled direct effect,1.8409065915599854
3402,brms posterior,Indirect effect,3.106048544441676
693,brms posterior,Total effect,7.657608755328679
693,brms posterior,Controlled direct effect,2.706097098459822
693,brms posterior,Indirect effect,4.951511656868858
2317,brms posterior,Total effect,6.220829402677532
