"","site","stream","month","day","year","latitude","longitude","huc4","habitat_sampled_length_m","prosper_ma","MJJA_HIST","BFICat","ICI_v2_1","wet_dry","wet_dry_01","wet_wetdry_dry","mean_depth_m","max_depth_m","mean_width_m","depth_x_width_m2","discharge_m3_s","mean_velocity_m_s","percent_pool","percent_riffle","percent_run","wetted_area_m2","wetted_area_per100m","temp_c","conductivity","specific_cond","percent_do","do_mg_L","turbidity_cm","dom_substrate"
"29","52","Unnamed 1",8,10,2022,43.44779,-106.27551,"1009",100,0.401393938,0.95533186,61.963,0.726568778777028,"Wet",1,"Wet",0.13766667,0.72,0.9316667,0.12825944,0.004431,0.014,31.105177,10.8057924,58.0890305,104.481,104.481,20.9,NA,1969,85.2,7.56,12.5,NA
"30","59","Unnamed 2",NA,NA,2022,43.483,-106.421,"1009",100,0.376945457,1.04208279,65,0.682676556260796,"Dry",0,"Dry",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"31","40","Unnamed 3",7,8,2022,44.094,-106.712,"1009",100,0.481296978,0.20363173,63.8506,0.584541566384265,"Dry",0,"Dry",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"32","49","Unnamed 4",7,8,2022,44.107,-106.71,"1009",100,0.359042419,0.10831632,63.6989,0.864629361551338,"Dry",0,"Dry",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"33","67","Wild Horse Creek",8,8,2022,44.516,-105.939,"1009",100,0.75720605,20.99816513,50,0.718123881448425,"Dry",0,"Dry",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"34","N1","Buffalo Creek",7,29,2022,43.53001,-106.87265,"1009",100,0.754072735,40.10441589,68,0.842605219885106,"Wet",1,"Wet",0.251,1.02,3.01,0.75551,0.049176,0.149333333,11.997132,65.7887944,22.2140735,244.075,244.075,17.9,NA,535,101.9,9.65,95,NA
"35","N2","Crow Creek (MT)",8,9,2022,45.490586,-104.975586,"1009",100,0.551769696,9.13709831,28.1198,0.700067491980415,"Dry",0,"WetDry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5,NA,4934,66,5.78,9,NA
"36","N3","Lytle Creek",7,14,2022,44.575313,-104.658139,"1012",100,0.647587879,3.46228266,70,0.781594164538499,"Wet",1,"Wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6,NA,1143,98.9,NA,NA,NA
"37","N4","Muddy Creek",6,30,2022,44.153926,-106.725412,"1009",100,0.719242428,3.15366101,64.9167,0.710351457290624,"Wet",1,"Wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,1399,78.4,NA,95,NA
"38","N5","Pumpkin Creek",8,3,2022,46.228184,-105.688572,"1009",100,0.663218198,47.20783615,19.3547,0.609008844075533,"Wet",1,"Wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8,NA,2387,93.2,7.82,19,NA
"39","N6","Bear Creek",7,20,2022,47.30075504,-108.8405669,"1004",100,0.71852121,1.33398855,54,0.851770583273214,"Dry",0,"WetDry",NA,NA,NA,NA,NA,NA,100,0,0,22.898,22.898,22.6,NA,7271,93.2,7.8,38,NA
"40","N7","Sand Creek",8,26,2022,41.149564,-105.766135,"1018",100,0.59212728,20.97644234,55.0306,0.844038077135368,"Wet",1,"Wet",NA,NA,NA,NA,NA,NA,22.7297923,0,77.2702077,414.94,414.94,NA,NA,NA,NA,NA,NA,NA
"41","N8","Pondera Coulee",7,18,2022,48.269271,-111.141801,"1003",100,0.76070909,19.86334419,48.0987,0.534990203386761,"Wet",1,"Wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.1,NA,2749,NA,NA,82.5,NA
"42","CR1","Crow Creek",7,7,2023,41.06761,-104.3876,"1019",140,0.50494546,8.10610199,60.0154,0.377923034831417,"Wet",1,"Wet",0.4125,1.15,4.1125,1.69640625,0.0462923,0.164666667,NA,NA,NA,NA,NA,14.9,547,678,71.2,7.19,95,"Gravel, cobble, some larger rocks"
"43","CR2","Crow Creek",8,24,2023,41.09569,-104.43332,"1019",260,0.290800001,7.75050879,60.057,0.483876033139206,"Wet",1,"Wet",0.19471429,0.57,5.5114286,1.07315388,0.0182213,0.046,0,18.0864387,81.9135613,1393.381,535.916,19.8,608,675,58.6,5.34,95,"Gravel, cobble, sand"
"44","CR3","Crow Creek",8,28,2023,41.09919,-104.44306,"1019",260,0.274721214,7.75050879,60.057,0.483876033139206,"Wet",1,"Wet",0.22414286,1,7.1057143,1.86677265,0.2748463,0.196666667,0,44.0650516,55.9349484,1739.973,669.22,17,326.2,384.5,79.1,7.63,31,"Gravel, cobble"
"45","CR4","Crow Creek",7,27,2023,41.10257,-104.45925,"1019",260,0.493987874,7.75050879,60.057,0.483876033139206,"Wet",1,"Wet",0.21676923,0.62,5.3453846,1.15871491,0.083844,0.048666667,4.3373302,19.7362137,75.9264561,1641.632,631.397,18.8,582,661,129.7,12.06,95,"Silt, gravel, cobble"
