"id","year","month","decimallatitude","decimallongitude","sex","moistclimond","radclimond","temp","precipbioclim","pevapotranaotb","evapotransaotb","rhaotb","loc1","loc2","loc3","loc4","sample_age","pc.climate","pc1","pc2"
"SDMNH1106",1884,4,32.2217751,-110.926445,"male",0.268674612045288,186.387329101562,20.4935836791992,301,97.24169921875,25.2775001525879,39,0.291106631609699,0.136872801635992,0.101160566754309,0.0940405492258253,128,1.06775008663905,1.06775008663905,-0.8548174778037
"SDMNH43149",1984,4,32.7153358,-116.4986305,"male",0.519143283367157,180.134780883789,13.2260398864746,441,62.1127014160156,19.7553005218506,61,0.380643523225241,0.0795898305579901,0.0722048553900088,0.0836020625182588,28,0.601673088638486,0.601673088638483,-0.749997532573988
"UMMZ167142",1939,5,32.7666667,-79.9333333,"male",0.995970904827118,152.660934448242,18.7829322814941,1234,77.044197,73.445198,72,0.296693461875548,0.121102895121239,0.0847054250657318,0.0825669091440257,73,0.258065820048742,0.258065820048742,1.1058742101228
"CAS36185",1886,5,32.78034,-114.59117,"male",0.128724351525307,199.28840637207,23.1944580078125,75,102.895202636719,5.3914999961853,38,0.306535758106924,0.138576351153958,0.141840306748466,0.103231773298276,126,1.35996895901391,1.35996895901391,-1.03967979517585
"CAS36186",1886,5,32.78034,-114.59117,"female",0.128724351525307,199.28840637207,23.1944580078125,75,102.895202636719,5.3914999961853,38,0.335755860356412,0.152627829389425,0.108337601519135,0.122268235465966,126,1.35996895901391,1.35996895901391,-1.03967979517585
"CAS40539",1886,5,32.78034,-114.59117,"male",0.128724351525307,199.28840637207,23.1944580078125,75,102.895202636719,5.3914999961853,38,0.287706730937774,0.171153908851884,0.104602760736196,0.119038501314636,126,1.35996895901391,1.35996895901391,-1.03967979517585
"UMMZ166649",1915,4,32.8,-114.5333333,"female",0.128724351525307,199.28840637207,23.1944580078125,79,102.895202636719,5.3914999961853,38,0.328574864154251,0.128518401986561,0.0989158515921707,0.0927801373064563,97,1.35996895901391,1.35996895901391,-1.03967979517585
"UMMZ166652",1915,4,32.8,-114.5333333,"female",0.128724351525307,199.28840637207,23.1944580078125,79,102.895202636719,5.3914999961853,38,0.329309725387087,0.130543634238972,0.118822766579024,0.0988176570260006,97,1.35996895901391,1.35996895901391,-1.03967979517585
"UMMZ166648",1915,4,32.8,-114.5333333,"female",0.128724351525307,199.28840637207,23.1944580078125,79,102.895202636719,5.3914999961853,38,0.372578591878469,0.144325220566754,0.084769921121823,0.0793505112474438,97,1.35996895901391,1.35996895901391,-1.03967979517585
"UMMZ166646",1915,4,32.8,-114.5333333,"male",0.128724351525307,199.28840637207,23.1944580078125,79,102.895202636719,5.3914999961853,38,0.367544519427403,0.145312693543675,0.093656640373941,0.0966234209757522,97,1.35996895901391,1.35996895901391,-1.03967979517585
"UMMZ166647",1915,4,32.8,-114.5333333,"male",0.128724351525307,199.28840637207,23.1944580078125,79,102.895202636719,5.3914999961853,38,0.326121194858311,0.153822959392346,0.104502068361087,0.101712050832603,97,1.35996895901391,1.35996895901391,-1.03967979517585
"UMMZ166650",1915,4,32.8,-114.5333333,"male",0.128724351525307,199.28840637207,23.1944580078125,79,102.895202636719,5.3914999961853,38,0.358939737072743,0.18646179082676,0.0957552614665497,0.0956783464796962,97,1.35996895901391,1.35996895901391,-1.03967979517585
